Time,Price,BarState,LiveState,Priority,Composite,TideComp,MarketPhase,InversionActive,RatioScore,FastScore,FastDir,SlowDir,Bias,Tier3Score,CombinedTier,BearDomPct,BullDomPct,DomPriceChange,PriceChangeShort,CountBull,CountBear
09:25:36.964,7263.00,TICK,BearTrend,P4_VOTE_BEAR,5.7,45.1,NEUTRAL,Y,-16.3,-26.1,BID_STRONG,BID,BAL,0.0,0.0,31,0,-1.00,0.00,1,3
09:25:38.134,7263.00,TICK,BearTrend,P4_VOTE_BEAR,5.0,44.1,NEUTRAL,N,-16.0,-25.3,BID_STRONG,BID,BAL,0.0,0.0,32,0,-1.00,0.00,1,3
09:25:39.464,7263.00,TICK,BearTrend,P4_VOTE_BEAR,4.9,44.1,NEUTRAL,N,-15.8,-25.8,BID_STRONG,BID,BAL,0.0,0.0,32,0,-1.00,0.00,1,3
09:25:40.519,7263.00,TICK,BearTrend,P4_VOTE_BEAR,4.9,44.1,NEUTRAL,N,-15.5,-25.4,BID_STRONG,BID,BAL,0.0,0.0,32,0,-1.00,0.00,1,3
09:25:42.204,7263.00,TICK,BearTrend,P4_VOTE_BEAR,5.2,44.0,NEUTRAL,N,-15.7,-14.0,BID,BID,BAL,0.0,0.0,31,0,-1.00,0.00,1,3
09:25:44.218,7263.00,TICK,BearTrend,P4_VOTE_BEAR,5.3,44.0,NEUTRAL,N,-15.6,-14.8,BID,BID,BAL,0.0,0.0,31,0,-1.00,0.00,1,3
09:25:45.393,7263.00,TICK,BearTrend,P4_VOTE_BEAR,4.8,43.3,NEUTRAL,N,-15.7,-5.8,BAL,BID,BAL,0.0,0.0,31,0,-1.00,0.00,1,3
09:25:47.578,7263.00,TICK,BearTrend,P4_VOTE_BEAR,4.8,43.3,NEUTRAL,N,-15.5,-3.5,BAL,BID,BAL,0.0,0.0,31,0,-1.00,0.00,1,3
09:25:48.769,7263.00,TICK,BearTrend,P4_VOTE_BEAR,4.6,42.7,NEUTRAL,N,-15.7,-5.8,BAL,BID,BAL,0.0,0.0,30,0,-1.00,0.00,1,3
09:25:50.464,7262.75,TICK,BearTrend,P4_VOTE_BEAR,4.9,42.7,NEUTRAL,N,-15.9,-5.1,BAL,BID,BAL,0.0,0.0,29,0,-1.25,-0.25,1,3
09:25:52.533,7262.75,TICK,BearTrend,P4_VOTE_BEAR,3.6,41.6,NEUTRAL,N,-15.4,-0.4,BAL,BID,BAL,0.0,0.0,29,0,-1.25,-0.25,1,3
09:25:53.858,7262.75,TICK,BearTrend,P4_VOTE_BEAR,3.7,41.6,NEUTRAL,N,-15.5,15.2,ASK,BID,BAL,0.0,0.0,28,0,-1.25,0.00,1,3
09:25:55.202,7262.75,TICK,BullSignal,P0_FAST_BULL_AT_BOTTOM,3.7,41.6,ACCUMULATION,Y,-15.7,26.6,ASK_STRONG,BID,BAL,0.0,0.0,28,0,-1.25,0.00,1,3
09:25:56.729,7263.00,TICK,BearTrend,P4_VOTE_BEAR,3.3,41.2,NEUTRAL,N,-17.0,23.4,ASK,BID,BAL,0.0,0.0,27,0,-1.00,0.25,1,3
09:25:57.981,7262.75,TICK,BearTrend,P4_VOTE_BEAR,4.4,43.4,NEUTRAL,N,-18.4,16.3,ASK,BID,BAL,0.0,0.0,27,0,-1.25,0.00,1,3
